f1,f2,Class
-20.0,-255.7647131248374,0.0
-19.595959595959595,-252.73105271796433,0.0
-19.19191919191919,-300.4617397927961,0.0
-18.78787878787879,-301.90201921326764,0.0
-18.383838383838384,-330.1454210048655,0.0
-17.97979797979798,-336.93725466313623,0.0
-17.575757575757574,-283.53573621480444,0.0
-17.171717171717173,-263.10869215487804,0.0
-16.767676767676768,-227.53852353681998,0.0
-16.363636363636363,-311.9762545145943,0.0
-15.959595959595958,-178.41597701913363,0.0
-15.555555555555555,-285.31584730210204,0.0
-15.151515151515152,-192.0832782794912,0.0
-14.747474747474747,-220.62059201757972,0.0
-14.343434343434343,-232.85573809920936,0.0
-13.93939393939394,-166.17402738277272,0.0
-13.535353535353536,-152.21860525832076,0.0
-13.131313131313131,-190.5410866458318,0.0
-12.727272727272727,-219.09608296921664,0.0
-12.323232323232324,-200.09809373399617,0.0
-11.919191919191919,-127.77771289637305,0.0
-11.515151515151516,-209.36963490259848,0.0
-11.11111111111111,-157.01659739243811,0.0
-10.707070707070708,-198.69866508804688,0.0
-10.303030303030303,-152.28357696100423,0.0
-9.8989898989899,-101.96041364191498,0.0
-9.494949494949495,-108.160942754361,0.0
-9.090909090909092,-159.29589858236199,0.0
-8.686868686868687,-139.6620334103843,0.0
-8.282828282828284,-147.47988891695235,0.0
-7.878787878787879,-98.07486407179151,0.0
-7.474747474747476,-106.57423882608899,0.0
-7.070707070707071,-108.44282678595152,0.0
-6.666666666666666,-98.3146026378443,0.0
-6.262626262626263,-70.9646065376049,0.0
-5.858585858585858,-76.45744705881705,0.0
-5.454545454545455,-61.83824981025412,0.0
-5.05050505050505,-83.98480206920516,0.0
-4.646464646464647,-82.3768778948887,0.0
-4.242424242424242,-39.9156042990451,0.0
-3.8383838383838373,-57.21749643073036,0.0
-3.434343434343436,-39.03015837513448,0.0
-3.030303030303031,-41.12844063303173,0.0
-2.6262626262626263,-26.75114052260948,0.0
-2.2222222222222214,-28.434019938090735,0.0
-1.8181818181818201,-18.074212886099644,0.0
-1.4141414141414153,-11.83649389879751,0.0
-1.0101010101010104,-9.751923259771605,0.0
-0.6060606060606055,-2.060226078724755,0.0
-0.20202020202020066,4.80805310944689,0.0
0.20202020202020066,8.525809168457876,0.0
0.6060606060606055,21.45114811759842,0.0
1.0101010101010104,26.433616690417878,0.0
1.4141414141414153,33.51833520077494,0.0
1.8181818181818166,28.089903671487615,0.0
2.2222222222222214,49.82092765664035,0.0
2.6262626262626263,38.76863133463581,0.0
3.030303030303031,57.601156612619306,0.0
3.4343434343434325,67.30636994705945,0.0
3.8383838383838373,75.59128111709092,0.0
4.242424242424242,65.93225038479831,0.0
4.646464646464647,90.56879188150018,0.0
5.050505050505048,105.62255335513932,0.0
5.454545454545453,94.5236466000557,0.0
5.858585858585858,69.33463798281572,0.0
6.262626262626263,76.34842640234888,0.0
6.666666666666668,79.21048107749975,0.0
7.070707070707069,88.78376098590894,0.0
7.474747474747474,89.83001897815214,0.0
7.878787878787879,149.00005942536333,0.0
8.282828282828284,91.28972826710853,0.0
8.686868686868685,114.06034147187026,0.0
9.09090909090909,180.21955031210737,0.0
9.494949494949495,197.25221341389016,0.0
9.8989898989899,166.94767241969657,0.0
10.303030303030301,213.49361858053888,0.0
10.707070707070706,116.94035207401683,0.0
11.11111111111111,226.250949216992,0.0
11.515151515151516,157.55421111935465,0.0
11.919191919191917,223.41788961864427,0.0
12.323232323232325,232.18117644705475,0.0
12.727272727272727,246.02708643176376,0.0
13.131313131313128,198.81962821342677,0.0
13.535353535353536,270.97276595089807,0.0
13.939393939393938,181.63212335741952,0.0
14.343434343434346,287.1381465931541,0.0
14.747474747474747,246.87485721145265,0.0
15.151515151515149,310.75221168757724,0.0
15.555555555555557,165.79670959066067,0.0
15.959595959595958,283.95546167352506,0.0
16.36363636363636,264.0093733300551,0.0
16.767676767676768,257.7069605078209,0.0
17.17171717171717,222.52546573999638,0.0
17.575757575757578,239.83469803720996,0.0
17.97979797979798,230.8980916323423,0.0
18.38383838383838,230.24458165178794,0.0
18.78787878787879,347.1164009347151,0.0
19.19191919191919,295.85041050491463,0.0
19.5959595959596,217.6774023800684,0.0
20.0,364.28175936561297,0.0
-20.0,-90.93843016367248,1.0
-19.595959595959595,-49.76640283047121,1.0
-19.19191919191919,-90.58221927663172,1.0
-18.78787878787879,-109.73716208332515,1.0
-18.383838383838384,-2.45960320167066,1.0
-17.97979797979798,-169.86122684930098,1.0
-17.575757575757574,-11.48107207933404,1.0
-17.171717171717173,-11.52766421335079,1.0
-16.767676767676768,-99.0833752653436,1.0
-16.363636363636363,-124.61443635203244,1.0
-15.959595959595958,-58.86808560739169,1.0
-15.555555555555555,-123.76083171532449,1.0
-15.151515151515152,-28.8329812249721,1.0
-14.747474747474747,-106.29558548327822,1.0
-14.343434343434343,-98.17678429572877,1.0
-13.93939393939394,-11.300408221389105,1.0
-13.535353535353536,-12.655133979926788,1.0
-13.131313131313131,-58.68749443343259,1.0
-12.727272727272727,-16.771051920160176,1.0
-12.323232323232324,-76.55157860744194,1.0
-11.919191919191919,-0.24159832997453634,1.0
-11.515151515151516,-62.37993325039117,1.0
-11.11111111111111,-74.82828097027077,1.0
-10.707070707070708,-97.82719561559257,1.0
-10.303030303030303,-1.0090304393906138,1.0
-9.8989898989899,-50.29515751884336,1.0
-9.494949494949495,-23.873943938196447,1.0
-9.090909090909092,-30.85789047969532,1.0
-8.686868686868687,-22.669979754616072,1.0
-8.282828282828284,-73.8504089496947,1.0
-7.878787878787879,-5.899679934162037,1.0
-7.474747474747476,-5.102640306919426,1.0
-7.070707070707071,-29.437094427898465,1.0
-6.666666666666666,-2.225186864452688,1.0
-6.262626262626263,-41.43584506535307,1.0
-5.858585858585858,-21.319314576167955,1.0
-5.454545454545455,-29.902530356483634,1.0
-5.05050505050505,-16.926821625683807,1.0
-4.646464646464647,-28.99903490515166,1.0
-4.242424242424242,-6.760375604539849,1.0
-3.8383838383838373,-31.054114555995856,1.0
-3.434343434343436,-28.114602608873863,1.0
-3.030303030303031,-24.053152085793418,1.0
-2.6262626262626263,-18.063557225111804,1.0
-2.2222222222222214,-10.413408506869217,1.0
-1.8181818181818201,-0.5880410507008804,1.0
-1.4141414141414153,-8.12858714217334,1.0
-1.0101010101010104,-1.7978357794212565,1.0
-0.6060606060606055,-0.5010074910311422,1.0
-0.20202020202020066,1.9272069720706917,1.0
0.20202020202020066,5.628803390125915,1.0
0.6060606060606055,8.620701821991585,1.0
1.0101010101010104,14.439261039978945,1.0
1.4141414141414153,5.490447180425775,1.0
1.8181818181818166,8.024613564086811,1.0
2.2222222222222214,15.14182230916033,1.0
2.6262626262626263,8.786689741029637,1.0
3.030303030303031,31.42054521518794,1.0
3.4343434343434325,2.4109981790708446,1.0
3.8383838383838373,6.610538220372021,1.0
4.242424242424242,16.16997553402705,1.0
4.646464646464647,31.968234299681583,1.0
5.050505050505048,32.383493172363245,1.0
5.454545454545453,30.83538008971443,1.0
5.858585858585858,4.115037048557475,1.0
6.262626262626263,9.224698654780838,1.0
6.666666666666668,37.41545747281325,1.0
7.070707070707069,33.726099549546845,1.0
7.474747474747474,9.936227346512666,1.0
7.878787878787879,4.251025473321761,1.0
8.282828282828284,31.689783310359616,1.0
