f1,f2,Class
-20.0,15.009797139936568,0.0
-19.595959595959595,27.078709537335826,0.0
-19.19191919191919,22.033256795269516,0.0
-18.78787878787879,27.981436109933902,0.0
-18.383838383838384,21.815416053570836,0.0
-17.97979797979798,15.683299122814345,0.0
-17.575757575757574,16.805771193204073,0.0
-17.171717171717173,19.67175041982149,0.0
-16.767676767676768,23.357639997612793,0.0
-16.363636363636363,18.946505449762178,0.0
-15.959595959595958,21.94458311428573,0.0
-15.555555555555555,17.11271550196431,0.0
-15.151515151515152,18.178896364721084,0.0
-14.747474747474747,22.5685195262918,0.0
-14.343434343434343,24.17601290896349,0.0
-13.93939393939394,20.27691479759014,0.0
-13.535353535353536,29.011689374722486,0.0
-13.131313131313131,27.04521367503035,0.0
-12.727272727272727,15.866244325529243,0.0
-12.323232323232324,21.600046101760608,0.0
-11.919191919191919,24.77930111769503,0.0
-11.515151515151516,16.43235871291239,0.0
-11.11111111111111,23.90486297176674,0.0
-10.707070707070708,18.513525832924586,0.0
-10.303030303030303,16.02104406044888,0.0
-9.8989898989899,23.50364134429772,0.0
-9.494949494949495,22.967319865243613,0.0
-9.090909090909092,28.480923870749386,0.0
-8.686868686868687,19.904260821514924,0.0
-8.282828282828284,26.962678861779622,0.0
-7.878787878787879,20.51881083635076,0.0
-7.474747474747476,26.170741372021745,0.0
-7.070707070707071,26.06115905608047,0.0
-6.666666666666666,25.392246859315105,0.0
-6.262626262626263,21.266146250163132,0.0
-5.858585858585858,25.508185032895636,0.0
-5.454545454545455,24.87933296244097,0.0
-5.05050505050505,21.830760881273413,0.0
-4.646464646464647,27.085169034493056,0.0
-4.242424242424242,18.12307621386934,0.0
-3.8383838383838373,25.634983950504143,0.0
-3.434343434343436,25.993001481420105,0.0
-3.030303030303031,28.489495230940168,0.0
-2.6262626262626263,24.560197921714277,0.0
-2.2222222222222214,25.01019893121525,0.0
-1.8181818181818201,22.56570006719837,0.0
-1.4141414141414153,27.291613382580607,0.0
-1.0101010101010104,17.175479651866272,0.0
-0.6060606060606055,19.754188195760385,0.0
-0.20202020202020066,21.81867564974747,0.0
0.20202020202020066,3.964592957802502,0.0
0.6060606060606055,3.0969806984437573,0.0
1.0101010101010104,0.6623717571528465,0.0
1.4141414141414153,6.611662158614021,0.0
1.8181818181818166,8.537885348167451,0.0
2.2222222222222214,8.559960992409826,0.0
2.6262626262626263,2.334275926080572,0.0
3.030303030303031,1.4908119994930014,0.0
3.4343434343434325,8.277229119427872,0.0
3.8383838383838373,0.12047433399627439,0.0
4.242424242424242,8.967575947159798,0.0
4.646464646464647,0.7517247442891761,0.0
5.050505050505048,2.645495359132278,0.0
5.454545454545453,3.4351056808893365,0.0
5.858585858585858,1.2764208588797377,0.0
6.262626262626263,4.580631667625209,0.0
6.666666666666668,8.351899366371585,0.0
7.070707070707069,9.938457804675412,0.0
7.474747474747474,2.7161704987754396,0.0
7.878787878787879,2.720454277623298,0.0
8.282828282828284,3.169030562873576,0.0
8.686868686868685,1.911960936196967,0.0
9.09090909090909,8.415098849000534,0.0
9.494949494949495,7.302112844360406,0.0
9.8989898989899,3.3470169540969397,0.0
10.303030303030301,9.402345824973635,0.0
10.707070707070706,3.712226681902866,0.0
11.11111111111111,7.378988355674871,0.0
11.515151515151516,1.4026660692538973,0.0
11.919191919191917,4.749519306861037,0.0
12.323232323232325,7.121180305631659,0.0
12.727272727272727,5.089603036108894,0.0
13.131313131313128,5.526106188738792,0.0
13.535353535353536,5.835312764219372,0.0
13.939393939393938,7.011509480390018,0.0
14.343434343434346,6.457590138642457,0.0
14.747474747474747,3.833374946236292,0.0
15.151515151515149,1.3027427484867005,0.0
15.555555555555557,1.5083110023588764,0.0
15.959595959595958,6.40465881971665,0.0
16.36363636363636,9.100341816326758,0.0
16.767676767676768,3.2369275640313044,0.0
17.17171717171717,0.3891092615726044,0.0
17.575757575757578,0.27568507021850763,0.0
17.97979797979798,6.615678113017834,0.0
18.38383838383838,9.662705639335854,0.0
18.78787878787879,9.887776395771715,0.0
19.19191919191919,9.175513206709882,0.0
19.5959595959596,6.520126773708791,0.0
20.0,7.783430911695083,0.0
-20.0,3.8914676024211072,1.0
-19.595959595959595,9.35335144252435,1.0
-19.19191919191919,7.612002766604772,1.0
-18.78787878787879,9.818657409648697,1.0
-18.383838383838384,3.991518639551379,1.0
-17.97979797979798,3.7124676337961637,1.0
-17.575757575757574,9.189013492802253,1.0
-17.171717171717173,2.5422732253448355,1.0
-16.767676767676768,8.955127683223608,1.0
-16.363636363636363,0.23822569078254308,1.0
-15.959595959595958,1.1237213381739553,1.0
-15.555555555555555,5.458022744597809,1.0
-15.151515151515152,4.30459710343115,1.0
-14.747474747474747,6.290735299407214,1.0
-14.343434343434343,3.1065398786210996,1.0
-13.93939393939394,7.132224858347493,1.0
-13.535353535353536,4.293199102125596,1.0
-13.131313131313131,5.442448953951299,1.0
-12.727272727272727,5.019078669880807,1.0
-12.323232323232324,0.471078068661952,1.0
-11.919191919191919,6.382615704396828,1.0
-11.515151515151516,7.196578424919538,1.0
-11.11111111111111,7.108671232441082,1.0
-10.707070707070708,4.272158316362862,1.0
-10.303030303030303,9.133138625289453,1.0
-9.8989898989899,4.560066195640364,1.0
-9.494949494949495,6.597476161139993,1.0
-9.090909090909092,0.49644964890420806,1.0
-8.686868686868687,0.5206639348167452,1.0
-8.282828282828284,0.5323431479752017,1.0
-7.878787878787879,5.070227028563693,1.0
-7.474747474747476,0.826974533917435,1.0
-7.070707070707071,6.966379112713863,1.0
-6.666666666666666,3.3608292440872667,1.0
-6.262626262626263,1.1411999553808672,1.0
-5.858585858585858,1.7925746113552699,1.0
-5.454545454545455,1.3146360838229154,1.0
-5.05050505050505,9.154026478234552,1.0
-4.646464646464647,7.624569352665908,1.0
-4.242424242424242,3.9235491432465452,1.0
-3.8383838383838373,8.80122148883506,1.0
-3.434343434343436,0.20554383224469452,1.0
-3.030303030303031,7.249888728951051,1.0
-2.6262626262626263,3.1102915949843446,1.0
-2.2222222222222214,7.713895171944852,1.0
-1.8181818181818201,2.190356461873957,1.0
-1.4141414141414153,8.209028166187734,1.0
-1.0101010101010104,1.2756508764799912,1.0
-0.6060606060606055,2.130969197122974,1.0
-0.20202020202020066,7.65920899875863,1.0
0.20202020202020066,23.353852176291465,1.0
0.6060606060606055,20.956199971595872,1.0
1.0101010101010104,23.529561269361075,1.0
1.4141414141414153,18.683798911200018,1.0
1.8181818181818166,21.440732139870835,1.0
2.2222222222222214,15.406047445267536,1.0
2.6262626262626263,24.14657803685232,1.0
3.030303030303031,22.52080576938763,1.0
3.4343434343434325,24.17067360688388,1.0
3.8383838383838373,17.255966701831937,1.0
4.242424242424242,28.310162597908604,1.0
4.646464646464647,19.330617391083038,1.0
5.050505050505048,28.349756931594946,1.0
5.454545454545453,20.01485829850693,1.0
5.858585858585858,25.146702261833816,1.0
6.262626262626263,17.635121335523536,1.0
6.666666666666668,17.40302272994509,1.0
7.070707070707069,25.0516335363548,1.0
7.474747474747474,18.372970761677717,1.0
7.878787878787879,26.694822461063836,1.0
8.282828282828284,17.65509284420386,1.0
8.686868686868685,29.610193686604177,1.0
9.09090909090909,18.90720346930502,1.0
9.494949494949495,16.72219059273027,1.0
9.8989898989899,16.274848380866548,1.0
